file_name,place,file_id
52586-2021_2023.csv,岐阜,1Rf1U1caHa3-so-0V0eP3r1tdRAUY6whF
53133-2021_2023.csv,津,1IrOI1EaRc-kS3vSIixhYQVguQqEAHzuJ
57066-2021_2023.csv,福井,1P6bb1rLavRQCeNFyo5HX8J1G9j1JTtc1
60131-2021_2023.csv,彦根,1gHIsfp373_67FC-QoHEGnS1ooZfm0Xyk
60216-2021_2023.csv,大津,1679rdjQ5W3Lz63fAGGqjo53rSzkjwdh1
61286-2021_2023.csv,京都,1pr382iLFMeRxOV80PgUuCnAzheLLm7m7
